GISJOIN,AREANAME,PopTotal,White,NonWhite,WhiteNative,Black,MedHouseValue,MedGrossRent
G17003100658,STCTY-17031 TRACT-    0658     IN CHICAGO IL,"869","869","0","702","0","0",36.3
G17003100659,STCTY-17031 TRACT-    0659     IN CHICAGO IL,"4165","4161","4","3671","2","5962",49.55
G17003100660,STCTY-17031 TRACT-    0660     IN CHICAGO IL,"608","608","0","463","0","0",34.78
G17003100661,STCTY-17031 TRACT-    0661     IN CHICAGO IL,"5691","5689","2","5007","2","6619",47.37
G17003100662,STCTY-17031 TRACT-    0662     IN CHICAGO IL,"7534","7521","13","6568","8","6857",53.94
G17003100663,STCTY-17031 TRACT-    0663     IN CHICAGO IL,"4223","4214","9","3411","9","4552",54.25
G17003100664,STCTY-17031 TRACT-    0664     IN CHICAGO IL,"11868","11867","1","9517","1","3700",36.57
G17003100665,STCTY-17031 TRACT-    0665     IN CHICAGO IL,"6327","6315","12","5141","12","3280",31.57
G17003100666,STCTY-17031 TRACT-    0666     IN CHICAGO IL,"6514","6500","14","4968","0","2146",26.05
G17003100667,STCTY-17031 TRACT-    0667     IN CHICAGO IL,"5805","5672","133","4275","133","2014",26.25
G17003100668,STCTY-17031 TRACT-    0668     IN CHICAGO IL,"2391","2391","0","1945","0","3117",34.63
G17003100669,STCTY-17031 TRACT-    0669     IN CHICAGO IL,"3826","3799","27","2966","27","2568",31.79
G17003100670,STCTY-17031 TRACT-    0670     IN CHICAGO IL,"2801","2113","688","1250","686","0",25.91
G17003100671,STCTY-17031 TRACT-    0671     IN CHICAGO IL,"3801","3765","36","2662","31","0",26.29
G17003100672,STCTY-17031 TRACT-    0672     IN CHICAGO IL,"2","2","0","2","0","0",0
G17003100673,STCTY-17031 TRACT-    0673     IN CHICAGO IL,"3565","3556","9","2464","4","2735",28.91
G17003100674,STCTY-17031 TRACT-    0674     IN CHICAGO IL,"0","0","0","0","0","0",0
G17003100675,STCTY-17031 TRACT-    0675     IN CHICAGO IL,"262","262","0","220","0","0",0
G17003100676,STCTY-17031 TRACT-    0676     IN CHICAGO IL,"794","794","0","707","0","0",61.12
G17003100677,STCTY-17031 TRACT-    0677     IN CHICAGO IL,"1423","1423","0","1205","0","3286",52.13
G17003100678,STCTY-17031 TRACT-    0678     IN CHICAGO IL,"1781","1780","1","1473","1","3664",34.97
G17003100679,STCTY-17031 TRACT-    0679     IN CHICAGO IL,"2874","2874","0","2238","0","4206",38.75
G17003100680,STCTY-17031 TRACT-    0680     IN CHICAGO IL,"283","279","4","205","3","0",0
G17003100681,STCTY-17031 TRACT-    0681     IN CHICAGO IL,"958","425","533","326","533","2375",0
G17003100682,STCTY-17031 TRACT-    0682     IN CHICAGO IL,"832","832","0","703","0","0",41.82
G17003100683,STCTY-17031 TRACT-    0683     IN CHICAGO IL,"483","14","469","8","469","0",0
G17003100684,STCTY-17031 TRACT-    0684     IN CHICAGO IL,"19","19","0","15","0","0",0
G17003100685,STCTY-17031 TRACT-    0685     IN CHICAGO IL,"851","29","822","25","821","2299",0
G17003100686,STCTY-17031 TRACT-    0686     IN CHICAGO IL,"244","244","0","190","0","0",0
G17003100687,STCTY-17031 TRACT-    0687     IN CHICAGO IL,"3189","3189","0","2531","0","4722",42.94
G17003100688,STCTY-17031 TRACT-    0688     IN CHICAGO IL,"8697","8696","1","6430","1","3858",40.14
G17003100689,STCTY-17031 TRACT-    0689     IN CHICAGO IL,"5720","5718","2","4410","2","3909",41.06
G17003100690,STCTY-17031 TRACT-    0690     IN CHICAGO IL,"2823","2823","0","2159","0","4634",42.91
G17003100691,STCTY-17031 TRACT-    0691     IN CHICAGO IL,"9066","9065","1","6715","1","3742",34.79
G17003100692,STCTY-17031 TRACT-    0692     IN CHICAGO IL,"4664","4660","4","3576","1","3529",36.15
G17003100693,STCTY-17031 TRACT-    0693     IN CHICAGO IL,"2481","2481","0","2046","0","5980",47.42
G17003100694,STCTY-17031 TRACT-    0694     IN CHICAGO IL,"2676","2676","0","2228","0","4990",47
G17003100695,STCTY-17031 TRACT-    0695     IN CHICAGO IL,"1305","1305","0","1003","0","4907",42.43
G17003100696,STCTY-17031 TRACT-    0696     IN CHICAGO IL,"1","1","0","1","0","0",0
G17003100697,STCTY-17031 TRACT-    0697     IN CHICAGO IL,"379","379","0","342","0","0",0
G17003100698,STCTY-17031 TRACT-    0698     IN CHICAGO IL,"2259","2259","0","1648","0","2234",24.03
G17003100699,STCTY-17031 TRACT-    0699     IN CHICAGO IL,"3885","3883","2","2562","2","3031",26.38
G17003100700,STCTY-17031 TRACT-    0700     IN CHICAGO IL,"190","190","0","144","0","0",0
G17003100701,STCTY-17031 TRACT-    0701     IN CHICAGO IL,"4939","4939","0","3862","0","3241",29.04
G17003100702,STCTY-17031 TRACT-    0702     IN CHICAGO IL,"87","87","0","61","0","0",0
G17003100703,STCTY-17031 TRACT-    0703     IN CHICAGO IL,"3843","3843","0","2899","0","3285",33.18
G17003100704,STCTY-17031 TRACT-    0704     IN CHICAGO IL,"603","603","0","459","0","0",0
G17003100705,STCTY-17031 TRACT-    0705     IN CHICAGO IL,"2623","2622","1","2144","0","3880",35.76
G17003100706,STCTY-17031 TRACT-    0706     IN CHICAGO IL,"4711","4711","0","3644","0","2842",31.01
G17003100707,STCTY-17031 TRACT-    0707     IN CHICAGO IL,"4221","4221","0","3411","0","3096",31.18
G17003100708,STCTY-17031 TRACT-    0708     IN CHICAGO IL,"3769","3769","0","3115","0","4500",40.95
G17003100709,STCTY-17031 TRACT-    0709     IN CHICAGO IL,"691","691","0","598","0","0",0
G17003100710,STCTY-17031 TRACT-    0710     IN CHICAGO IL,"498","498","0","410","0","0",0
G17003100711,STCTY-17031 TRACT-    0711     IN CHICAGO IL,"1943","1935","8","1367","8","2491",23.13
G17003100712,STCTY-17031 TRACT-    0712     IN CHICAGO IL,"5051","4947","104","3414","94","2795",27.21
G17003100713,STCTY-17031 TRACT-    0713     IN CHICAGO IL,"2495","2495","0","1829","0","2341",28.96
G17003100714,STCTY-17031 TRACT-    0714     IN CHICAGO IL,"8534","8534","0","6495","0","3559",33.73
G17003100715,STCTY-17031 TRACT-    0715     IN CHICAGO IL,"9811","9808","3","7681","1","4381",35.6
G17003100716,STCTY-17031 TRACT-    0716     IN CHICAGO IL,"0","0","0","0","0","0",0
G17003100717,STCTY-17031 TRACT-    0717     IN CHICAGO IL,"1509","1503","6","1159","6","2893",26.81
G17003100718,STCTY-17031 TRACT-    0718     IN CHICAGO IL,"6654","6654","0","4956","0","2418",25.53
G17003100719,STCTY-17031 TRACT-    0719     IN CHICAGO IL,"855","855","0","686","0","3682",0
G17003100720,STCTY-17031 TRACT-    0720     IN CHICAGO IL,"163","163","0","117","0","0",0
G17003100721,STCTY-17031 TRACT-    0721     IN CHICAGO IL,"108","108","0","78","0","0",0
G17003100722,STCTY-17031 TRACT-    0722     IN CHICAGO IL,"14","14","0","8","0","0",0
G17003100723,STCTY-17031 TRACT-    0723     IN CHICAGO IL,"0","0","0","0","0","0",0
G17003100724,STCTY-17031 TRACT-    0724     IN CHICAGO IL,"7","7","0","7","0","0",0
G17003100725,STCTY-17031 TRACT-    0725     IN CHICAGO IL,"894","894","0","648","0","3321",0
G17003100726,STCTY-17031 TRACT-    0726     IN CHICAGO IL,"957","957","0","746","0","3300",0
G17003100727,STCTY-17031 TRACT-    0727     IN CHICAGO IL,"1922","1921","1","1560","1","3949",28.12
G17003100728,STCTY-17031 TRACT-    0728     IN CHICAGO IL,"634","634","0","456","0","0",0
G17003100729,STCTY-17031 TRACT-    0729     IN CHICAGO IL,"1573","1573","0","1198","0","3387",28.21
G17003100730,STCTY-17031 TRACT-    0730     IN CHICAGO IL,"5","5","0","5","0","0",0
G17003100731,STCTY-17031 TRACT-    0731     IN CHICAGO IL,"8","8","0","8","0","0",0
G17003100732,STCTY-17031 TRACT-    0732     IN CHICAGO IL,"526","526","0","373","0","0",0
G17003100733,STCTY-17031 TRACT-    0733     IN CHICAGO IL,"2","2","0","1","0","0",0
G17003100734,STCTY-17031 TRACT-    0734     IN CHICAGO IL,"535","535","0","391","0","0",0
G17003100735,STCTY-17031 TRACT-    0735     IN CHICAGO IL,"1688","1688","0","1286","0","3596",31.57
G17003100736,STCTY-17031 TRACT-    0736     IN CHICAGO IL,"546","546","0","378","0","0",0
G17003100737,STCTY-17031 TRACT-    0737     IN CHICAGO IL,"4341","4340","1","3169","1","4298",34.85
G17003100738,STCTY-17031 TRACT-    0738     IN CHICAGO IL,"1106","1106","0","818","0","3045",27.51
G17003100739,STCTY-17031 TRACT-    0739     IN CHICAGO IL,"3039","3039","0","2608","0","2428",31.97
G17003100740,STCTY-17031 TRACT-    0740     IN CHICAGO IL,"3538","3537","1","2799","0","2542",29.43
G17003100741,STCTY-17031 TRACT-    0741     IN CHICAGO IL,"2385","2385","0","1744","0","2073",26.79
G17003100742,STCTY-17031 TRACT-    0742     IN CHICAGO IL,"1709","1709","0","1382","0","3297",36.51
G17003100743,STCTY-17031 TRACT-    0743     IN CHICAGO IL,"2073","2073","0","1550","0","3657",34.99
G17003100744,STCTY-17031 TRACT-    0744     IN CHICAGO IL,"0","0","0","0","0","0",0
G17003100745,STCTY-17031 TRACT-    0745     IN CHICAGO IL,"11733","11733","0","8662","0","2643",33.05
G17003100746,STCTY-17031 TRACT-    0746     IN CHICAGO IL,"6426","6425","1","4657","1","2662",32.02
G17003100747,STCTY-17031 TRACT-    0747     IN CHICAGO IL,"5450","5450","0","3958","0","3102",31.89
G17003100748,STCTY-17031 TRACT-    0748     IN CHICAGO IL,"5542","5509","33","3947","33","2850",32.59
G17003100749,STCTY-17031 TRACT-    0749     IN CHICAGO IL,"2063","2063","0","1431","0","2368",28.83
G17003100750,STCTY-17031 TRACT-    0750     IN CHICAGO IL,"1065","1065","0","782","0","0",28.71
G17003100751,STCTY-17031 TRACT-    0751     IN CHICAGO IL,"7","7","0","4","0","0",0
G17003100752,STCTY-17031 TRACT-    0752     IN CHICAGO IL,"4289","4286","3","3646","0","2891",30.35
G17003100753,STCTY-17031 TRACT-    0753     IN CHICAGO IL,"451","451","0","386","0","0",0
G17003100754,STCTY-17031 TRACT-    0754     IN CHICAGO IL,"4378","4377","1","3439","1","2123",23.92
G17003100755,STCTY-17031 TRACT-    0755     IN CHICAGO IL,"5015","5015","0","4034","0","2423",26.54
G17003100756,STCTY-17031 TRACT-    0756     IN CHICAGO IL,"1533","1533","0","1290","0","3388",36.77
G17003100757,STCTY-17031 TRACT-    0757     IN CHICAGO IL,"748","746","2","623","0","0",31.07
G17003100758,STCTY-17031 TRACT-    0758     IN CHICAGO IL,"3225","3225","0","2678","0","2672",30.85
G17003100759,STCTY-17031 TRACT-    0759     IN CHICAGO IL,"790","790","0","683","0","0",27.6
G17003100760,STCTY-17031 TRACT-    0760     IN CHICAGO IL,"1275","1275","0","1002","0","0",21.34
G17003100761,STCTY-17031 TRACT-    0761     IN CHICAGO IL,"2172","2171","1","1713","0","1343",20.29
G17003100762,STCTY-17031 TRACT-    0762     IN CHICAGO IL,"2477","2476","1","2040","1","1831",25.12
G17003100763,STCTY-17031 TRACT-    0763     IN CHICAGO IL,"239","239","0","219","0","0",0
G17003100764,STCTY-17031 TRACT-    0764     IN CHICAGO IL,"863","863","0","711","0","0",21.79
G17003100765,STCTY-17031 TRACT-    0765     IN CHICAGO IL,"5461","5460","1","4221","1","2042",23
G17003100766,STCTY-17031 TRACT-    0766     IN CHICAGO IL,"234","233","1","187","1","0",0
G17003100767,STCTY-17031 TRACT-    0767     IN CHICAGO IL,"2311","2311","0","1872","0","1955",23.79
G17003100768,STCTY-17031 TRACT-    0768     IN CHICAGO IL,"4950","4950","0","4067","0","1817",22.22
G17003100769,STCTY-17031 TRACT-    0769     IN CHICAGO IL,"3829","3829","0","3187","0","1856",22.21
G17003100770,STCTY-17031 TRACT-    0770     IN CHICAGO IL,"5973","5971","2","4568","0","1829",23.26
G17003100771,STCTY-17031 TRACT-    0771     IN CHICAGO IL,"6137","6137","0","4441","0","1948",23.38
G17003100772,STCTY-17031 TRACT-    0772     IN CHICAGO IL,"665","665","0","440","0","0",21.59
G17003100773,STCTY-17031 TRACT-    0773     IN CHICAGO IL,"2709","2708","1","1945","1","1863",28.41
G17003100774,STCTY-17031 TRACT-    0774     IN CHICAGO IL,"500","500","0","394","0","0",0
G17003100775,STCTY-17031 TRACT-    0775     IN CHICAGO IL,"99","99","0","88","0","0",0
G17003100776,STCTY-17031 TRACT-    0776     IN CHICAGO IL,"555","555","0","454","0","0",23.8
G17003100777,STCTY-17031 TRACT-    0777     IN CHICAGO IL,"1223","1223","0","837","0","2339",30.4
G17003100778,STCTY-17031 TRACT-    0778     IN CHICAGO IL,"396","396","0","277","0","0",0
G17003100779,STCTY-17031 TRACT-    0779     IN CHICAGO IL,"1437","1435","2","1076","2","0",26.65
G17003100780,STCTY-17031 TRACT-    0780     IN CHICAGO IL,"4880","4878","2","3880","0","1865",24.81
G17003100781,STCTY-17031 TRACT-    0781     IN CHICAGO IL,"724","724","0","619","0","0",23.25
G17003100782,STCTY-17031 TRACT-    0782     IN CHICAGO IL,"7038","7037","1","5028","1","1271",21.11
G17003100783,STCTY-17031 TRACT-    0783     IN CHICAGO IL,"2974","2972","2","1916","0","1926",23.35
G17003100784,STCTY-17031 TRACT-    0784     IN CHICAGO IL,"32","32","0","21","0","0",0
G17003100785,STCTY-17031 TRACT-    0785     IN CHICAGO IL,"1140","1139","1","768","0","0",17.86
G17003100786,STCTY-17031 TRACT-    0786     IN CHICAGO IL,"0","0","0","0","0","0",0
G17003100787,STCTY-17031 TRACT-    0787     IN CHICAGO IL,"752","743","9","511","5","0",17.24
G17003100788,STCTY-17031 TRACT-    0788     IN CHICAGO IL,"437","437","0","328","0","0",0
G17003100789,STCTY-17031 TRACT-    0789     IN CHICAGO IL,"3216","3216","0","2438","0","1940",24.71
G17003100790,STCTY-17031 TRACT-    0790     IN CHICAGO IL,"4863","4857","6","3689","0","1750",25.34
G17003100791,STCTY-17031 TRACT-    0791     IN CHICAGO IL,"5181","5181","0","3974","0","1837",22.69
G17003100792,STCTY-17031 TRACT-    0792     IN CHICAGO IL,"5076","5076","0","3812","0","2077",25.75
G17003100793,STCTY-17031 TRACT-    0793     IN CHICAGO IL,"437","437","0","369","0","0",0
G17003100794,STCTY-17031 TRACT-    0794     IN CHICAGO IL,"1142","1142","0","1050","0","0",23.53
G17003100795,STCTY-17031 TRACT-    0795     IN CHICAGO IL,"310","309","1","276","1","0",0
G17003100796,STCTY-17031 TRACT-    0796     IN CHICAGO IL,"550","550","0","431","0","0",0
G17003100797,STCTY-17031 TRACT-    0797     IN CHICAGO IL,"4370","4365","5","3610","0","2015",26.04
G17003100798,STCTY-17031 TRACT-    0798     IN CHICAGO IL,"2785","2785","0","2420","0","1756",26.79
G17003100799,STCTY-17031 TRACT-    0799     IN CHICAGO IL,"5817","5817","0","4406","0","1713",21.3
G17003100800,STCTY-17031 TRACT-    0800     IN CHICAGO IL,"2317","2312","5","1850","0","2661",29.92
G17003100801,STCTY-17031 TRACT-    0801     IN CHICAGO IL,"2290","2290","0","1913","0","2039",27.45
G17003100802,STCTY-17031 TRACT-    0802     IN CHICAGO IL,"924","924","0","711","0","0",30.61
G17003100803,STCTY-17031 TRACT-    0803     IN CHICAGO IL,"4365","4365","0","3477","0","2609",32.82
G17003100804,STCTY-17031 TRACT-    0804     IN CHICAGO IL,"4491","4491","0","3676","0","2663",32.68
G17003100805,STCTY-17031 TRACT-    0805     IN CHICAGO IL,"3719","3659","60","3049","60","2019",31.88
G17003100806,STCTY-17031 TRACT-    0806     IN CHICAGO IL,"2292","2292","0","1734","0","2250",26.21
G17003100807,STCTY-17031 TRACT-    0807     IN CHICAGO IL,"4635","4635","0","3557","0","2155",27.73
G17003100808,STCTY-17031 TRACT-    0808     IN CHICAGO IL,"4472","4471","1","3478","1","2691",28.89
G17003100809,STCTY-17031 TRACT-    0809     IN CHICAGO IL,"5100","5100","0","3981","0","2424",28.41
G17003100810,STCTY-17031 TRACT-    0810     IN CHICAGO IL,"0","0","0","0","0","0",0
G17003100811,STCTY-17031 TRACT-    0811     IN CHICAGO IL,"224","224","0","144","0","0",0
G17003100812,STCTY-17031 TRACT-    0812     IN CHICAGO IL,"969","969","0","739","0","3900",0
G17003100813,STCTY-17031 TRACT-    0813     IN CHICAGO IL,"1595","1595","0","1204","0","2219",27.73
G17003100814,STCTY-17031 TRACT-    0814     IN CHICAGO IL,"467","467","0","349","0","0",0
G17003100815,STCTY-17031 TRACT-    0815     IN CHICAGO IL,"169","169","0","147","0","0",0
G17003100816,STCTY-17031 TRACT-    0816     IN CHICAGO IL,"960","959","1","703","0","0",28.5
G17003100817,STCTY-17031 TRACT-    0817     IN CHICAGO IL,"844","844","0","611","0","3206",34.5
G17003100818,STCTY-17031 TRACT-    0818     IN CHICAGO IL,"628","628","0","487","0","0",0
G17003100819,STCTY-17031 TRACT-    0819     IN CHICAGO IL,"3336","3336","0","2663","0","4690",40.73
G17003100820,STCTY-17031 TRACT-    0820     IN CHICAGO IL,"3884","3882","2","3315","0","5085",44.25
G17003100821,STCTY-17031 TRACT-    0821     IN CHICAGO IL,"5366","5366","0","3891","0","4500",34.95
G17003100822,STCTY-17031 TRACT-    0822     IN CHICAGO IL,"5251","5249","2","4302","0","5471",45.21
G17003100823,STCTY-17031 TRACT-    0823     IN CHICAGO IL,"4916","4916","0","3705","0","3954",34.14
G17003100824,STCTY-17031 TRACT-    0824     IN CHICAGO IL,"4313","4310","3","3493","1","5120",43.56
G17003100825,STCTY-17031 TRACT-    0825     IN CHICAGO IL,"286","286","0","245","0","0",0
G17003100826,STCTY-17031 TRACT-    0826     IN CHICAGO IL,"390","390","0","311","0","0",0
G17003100827,STCTY-17031 TRACT-    0827     IN CHICAGO IL,"130","130","0","96","0","0",0
G17003100828,STCTY-17031 TRACT-    0828     IN CHICAGO IL,"82","82","0","68","0","0",0
G17003100829,STCTY-17031 TRACT-    0829     IN CHICAGO IL,"2264","2264","0","1895","0","3895",35.95
G17003100830,STCTY-17031 TRACT-    0830     IN CHICAGO IL,"1152","1152","0","932","0","0",34.23
G17003100831,STCTY-17031 TRACT-    0831     IN CHICAGO IL,"700","700","0","578","0","0",0
G17003100832,STCTY-17031 TRACT-    0832     IN CHICAGO IL,"927","927","0","790","0","5729",45.06
G17003100833,STCTY-17031 TRACT-    0833     IN CHICAGO IL,"51","49","2","46","1","0",0
G17003100834,STCTY-17031 TRACT-    0834     IN CHICAGO IL,"762","756","6","656","5","0",30.91
G17003100835,STCTY-17031 TRACT-    0835     IN CHICAGO IL,"2955","2955","0","2369","0","4428",38.27
G17003100836,STCTY-17031 TRACT-    0836     IN CHICAGO IL,"3597","3596","1","2971","1","5179",38.37
G17003100837,STCTY-17031 TRACT-    0837     IN CHICAGO IL,"3105","3102","3","2629","3","4987",42.7
G17003100838,STCTY-17031 TRACT-    0838     IN CHICAGO IL,"632","631","1","550","1","5091",0
G17003100839,STCTY-17031 TRACT-    0839     IN CHICAGO IL,"4492","4489","3","3788","1","5067",42.31
G17003100840,STCTY-17031 TRACT-    0840     IN CHICAGO IL,"4091","4090","1","3562","1","5334",44.72
G17003100841,STCTY-17031 TRACT-    0841     IN CHICAGO IL,"6883","6883","0","5807","0","5853",45.69
G17003100842,STCTY-17031 TRACT-    0842     IN CHICAGO IL,"7528","7527","1","6353","0","5114",45.33
G17003100843,STCTY-17031 TRACT-    0843     IN CHICAGO IL,"6460","6460","0","5486","0","5403",46.37
G17003100844,STCTY-17031 TRACT-    0844     IN CHICAGO IL,"222","222","0","192","0","0",0
G17003100845,STCTY-17031 TRACT-    0845     IN CHICAGO IL,"2485","2485","0","2046","0","4400",40.54
G17003100846,STCTY-17031 TRACT-    0846     IN CHICAGO IL,"11632","11629","3","8903","3","4960",44.7
G17003100847,STCTY-17031 TRACT-    0847     IN CHICAGO IL,"5498","5497","1","4368","1","5105",43.58
G17003100848,STCTY-17031 TRACT-    0848     IN CHICAGO IL,"1541","1541","0","1345","0","3985",33.67
G17003100849,STCTY-17031 TRACT-    0849     IN CHICAGO IL,"247","247","0","217","0","0",0
G17003100850,STCTY-17031 TRACT-    0850     IN CHICAGO IL,"2441","2441","0","2014","0","3838",36.7
G17003100851,STCTY-17031 TRACT-    0851     IN CHICAGO IL,"4492","4490","2","3634","0","3392",38.48
G17003100852,STCTY-17031 TRACT-    0852     IN CHICAGO IL,"2968","2968","0","2391","0","3426",35.57
G17003100853,STCTY-17031 TRACT-    0853     IN CHICAGO IL,"2841","2841","0","2308","0","4109",43.05
G17003100854,STCTY-17031 TRACT-    0854     IN CHICAGO IL,"3409","3408","1","2710","1","3053",36.26
G17003100855,STCTY-17031 TRACT-    0855     IN CHICAGO IL,"3428","3425","3","2695","0","3575",37.28
G17003100856,STCTY-17031 TRACT-    0856     IN CHICAGO IL,"3025","3024","1","2717","0","3460",37.42
G17003100857,STCTY-17031 TRACT-    0857     IN CHICAGO IL,"3549","3548","1","2888","0","2837",36.24
G17003100858,STCTY-17031 TRACT-    0858     IN CHICAGO IL,"3411","3269","142","2634","138","3370",36.41
G17003100859,STCTY-17031 TRACT-    0859     IN CHICAGO IL,"2880","2877","3","2343","0","2736",37.58
G17003100860,STCTY-17031 TRACT-    0860     IN CHICAGO IL,"3336","3333","3","2732","1","3153",36.7
G17003100861,STCTY-17031 TRACT-    0861     IN CHICAGO IL,"3567","1228","2339","993","2339","2215",30.51
G17003100862,STCTY-17031 TRACT-    0862     IN CHICAGO IL,"787","787","0","662","0","0",44.65
G17003100863,STCTY-17031 TRACT-    0863     IN CHICAGO IL,"923","923","0","738","0","3629",0
G17003100864,STCTY-17031 TRACT-    0864     IN CHICAGO IL,"1008","1008","0","836","0","0",41.19
G17003100865,STCTY-17031 TRACT-    0865     IN CHICAGO IL,"5042","5042","0","3951","0","3461",34.01
G17003100866,STCTY-17031 TRACT-    0866     IN CHICAGO IL,"3817","3813","4","3070","0","4043",40.96
G17003100867,STCTY-17031 TRACT-    0867     IN CHICAGO IL,"3473","3471","2","2813","0","3420",36.22
G17003100868,STCTY-17031 TRACT-    0868     IN CHICAGO IL,"3596","3592","4","2927","0","3117",35.96
G17003100869,STCTY-17031 TRACT-    0869     IN CHICAGO IL,"1800","1800","0","1489","0","3908",38.2
G17003100870,STCTY-17031 TRACT-    0870     IN CHICAGO IL,"2590","2590","0","2073","0","3513",35.69
G17003100871,STCTY-17031 TRACT-    0871     IN CHICAGO IL,"4345","4343","2","3378","2","2682",35.99
G17003100872,STCTY-17031 TRACT-    0872     IN CHICAGO IL,"5160","3818","1342","2908","1342","1948",30.45
G17003100873,STCTY-17031 TRACT-    0873     IN CHICAGO IL,"4698","4691","7","3792","2","2985",38.67
G17003100874,STCTY-17031 TRACT-    0874     IN CHICAGO IL,"4743","4688","55","3665","53","2493",32.28
G17003100875,STCTY-17031 TRACT-    0875     IN CHICAGO IL,"3385","3385","0","2829","0","2593",35.1
G17003100876,STCTY-17031 TRACT-    0876     IN CHICAGO IL,"4142","4134","8","3295","8","2740",33.29
G17003100877,STCTY-17031 TRACT-    0877     IN CHICAGO IL,"13036","12635","401","10753","388","2750",29.39
G17003100878,STCTY-17031 TRACT-    0878     IN CHICAGO IL,"2050","2043","7","1709","7","2278",28.38
G17003100879,STCTY-17031 TRACT-    0879     IN CHICAGO IL,"8376","8368","8","7309","7","3704",39.46
G17003100880,STCTY-17031 TRACT-    0880     IN CHICAGO IL,"13861","13834","27","12324","14","3888",33.86
G17003100881,STCTY-17031 TRACT-    0881     IN CHICAGO IL,"9007","8837","170","7137","167","2878",38.31
G17003100882,STCTY-17031 TRACT-    0882     IN CHICAGO IL,"8561","8556","5","6923","1","3174",40.25
G17003100883,STCTY-17031 TRACT-    0883     IN CHICAGO IL,"6055","6047","8","4897","8","3475",35.3
G17003100884,STCTY-17031 TRACT-    0884     IN CHICAGO IL,"5430","5420","10","4652","9","4787",44.26
G17003100885,STCTY-17031 TRACT-    0885     IN CHICAGO IL,"6646","6644","2","5680","2","4324",43.55
G17003100886,STCTY-17031 TRACT-    0886     IN CHICAGO IL,"2658","2655","3","2259","3","4012",41.65
G17003100887,STCTY-17031 TRACT-    0887     IN CHICAGO IL,"1039","1026","13","878","13","0",41.75
G17003100888,STCTY-17031 TRACT-    0888     IN CHICAGO IL,"4194","4194","0","3637","0","5776",48.64
G17003100889,STCTY-17031 TRACT-    0889     IN CHICAGO IL,"7860","7854","6","6152","0","4048",44.26
G17003100890,STCTY-17031 TRACT-    0890     IN CHICAGO IL,"4691","4689","2","3840","2","3433",36.07
G17003100891,STCTY-17031 TRACT-    0891     IN CHICAGO IL,"449","439","10","382","10","0",0
G17003100892,STCTY-17031 TRACT-    0892     IN CHICAGO IL,"3670","3668","2","3075","2","6092",48.23
G17003100893,STCTY-17031 TRACT-    0893     IN CHICAGO IL,"6203","6193","10","4750","1","4812",44.23
G17003100894,STCTY-17031 TRACT-    0894     IN CHICAGO IL,"3986","3983","3","3145","1","3241",35.91
G17003100895,STCTY-17031 TRACT-    0895     IN CHICAGO IL,"1775","1653","122","1459","122","3380",30.1
G17003100896,STCTY-17031 TRACT-    0896     IN CHICAGO IL,"120","65","55","59","55","0",0
G17003100897,STCTY-17031 TRACT-    0897     IN CHICAGO IL,"681","659","22","556","22","0",26.08
G17003100898,STCTY-17031 TRACT-    0898     IN CHICAGO IL,"4919","4894","25","4297","25","3724",39.86
G17003100899,STCTY-17031 TRACT-    0899     IN CHICAGO IL,"8037","8025","12","7004","8","4735",41.93
G17003100900,STCTY-17031 TRACT-    0900     IN CHICAGO IL,"4626","4616","10","3989","10","4677",42.72
G17003100901,STCTY-17031 TRACT-    0901     IN CHICAGO IL,"10","10","0","8","0","0",0
G17003100902,STCTY-17031 TRACT-    0902     IN CHICAGO IL,"721","721","0","627","0","0",0
G17003100903,STCTY-17031 TRACT-    0903     IN CHICAGO IL,"6124","6123","1","5275","1","5688",47.42
G17003100904,STCTY-17031 TRACT-    0904     IN CHICAGO IL,"5283","5283","0","4568","0","6056",50.66
G17003100905,STCTY-17031 TRACT-    0905     IN CHICAGO IL,"5421","5419","2","4836","2","6930",51.13
G17003100906,STCTY-17031 TRACT-    0906     IN CHICAGO IL,"2555","2554","1","2195","0","6443",47.27
G17003100907,STCTY-17031 TRACT-    0907     IN CHICAGO IL,"1976","1976","0","1690","0","5966",44.84
G17003100908,STCTY-17031 TRACT-    0908     IN CHICAGO IL,"2433","2430","3","2130","0","4610",41.51
G17003100909,STCTY-17031 TRACT-    0909     IN CHICAGO IL,"2431","2430","1","2022","1","3345",34.85
G17003100910,STCTY-17031 TRACT-    0910     IN CHICAGO IL,"2022","2022","0","1734","0","4795",38.67
G17003100911,STCTY-17031 TRACT-    0911     IN CHICAGO IL,"2951","2945","6","2567","1","5857",48.39
G17003100912,STCTY-17031 TRACT-    0912     IN CHICAGO IL,"21128","21126","2","18097","2","5791",48.41
G17003100913,STCTY-17031 TRACT-    0913     IN CHICAGO IL,"3600","3600","0","3117","0","6688",48.27
G17003100914,STCTY-17031 TRACT-    0914     IN CHICAGO IL,"1369","1363","6","1133","6","5704",44.57
G17003100915,STCTY-17031 TRACT-    0915     IN CHICAGO IL,"2749","2720","29","2494","28","13051",77.13
G17003100916,STCTY-17031 TRACT-    0916     IN CHICAGO IL,"3261","3253","8","3034","8","11525",81.93
G17003100917,STCTY-17031 TRACT-    0917     IN CHICAGO IL,"4438","4416","22","4042","21","7891",56.28
G17003100918,STCTY-17031 TRACT-    0918     IN CHICAGO IL,"1581","1578","3","1481","3","14167",0
G17003100919,STCTY-17031 TRACT-    0919     IN CHICAGO IL,"3179","3173","6","2918","6","7509",56.49
